HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes,Complete
45030,TOWN OF MAINE - OUTAGAMIE COUNTY,55.00,15.00,4.00,50.00,25.00,"2,020.00","2,000.00",0.00,,1
45032,TOWN OF MAPLE CREEK - OUTAGAMIE COUNTY,43.14,0.00,0.98,0.00,0.00,876.57,0.00,27.00,Mileage,1
45034,TOWN OF ONEIDA - OUTAGAMIE COUNTY,54.29,0.00,43.52,0.00,105.00,695.88,0.00,0.00,,1
45036,TOWN OF OSBORN - OUTAGAMIE COUNTY,55.00,0.00,10.00,50.00,75.00,"1,800.00",140.00,0.00,,1
45038,TOWN OF SEYMOUR - OUTAGAMIE COUNTY,55.00,27.00,10.00,233.00,404.00,"1,036.00",0.00,0.00,,1
45040,TOWN OF VANDENBROEK - OUTAGAMIE COUNTY,65.00,350.00,50.00,75.00,0.00,"1,500.00",80.00,0.00,,1
45106,VILLAGE OF BEAR CREEK - OUTAGAMIE COUNTY,70.00,0.00,2.94,0.00,0.00,695.00,0.00,0.00,,1
45107,VILLAGE OF BLACK CREEK - OUTAGAMIE COUNTY,54.30,0.00,28.28,539.01,5.00,867.43,0.00,0.00,,1
45111,VILLAGE OF COMBINED LOCKS - OUTAGAMIE COUNTY,57.00,25.00,49.00,160.00,25.00,640.00,0.00,0.00,,1
45136,VILLAGE OF HORTONVILLE - OUTAGAMIE COUNTY,45.00,75.00,242.00,257.00,25.00,"1,319.00",590.00,112.50,WisVote Services from Co.,1
45141,VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY,450.00,650.00,250.00,100.00,100.00,"2,075.00",400.00,0.00,,1
45146,VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY,200.00,0.00,100.00,0.00,250.00,955.00,0.00,0.00,,1
45155,VILLAGE OF NICHOLS - OUTAGAMIE COUNTY,58.00,3.00,4.00,25.00,21.00,457.00,0.00,0.00,,1
45181,VILLAGE OF SHIOCTON - OUTAGAMIE COUNTY,0.00,0.00,2.94,0.00,0.00,450.00,340.77,0.00,,1
45201,CITY OF APPLETON - MULTIPLE COUNTIES,290.51,"4,541.04","1,408.00","2,026.58","1,527.32","23,270.00",640.32,"1,014.08","Mileage, parking passes, misc. supplies",1
45241,CITY OF KAUKAUNA - MULTIPLE COUNTIES,200.00,"1,000.00",500.00,"2,000.00",500.00,"4,200.00",100.00,0.00,,1
45281,CITY OF SEYMOUR - OUTAGAMIE COUNTY,108.59,0.00,167.11,0.00,136.20,621.00,0.00,27.54,"food, drinks",1
46002,TOWN OF BELGIUM - OZAUKEE COUNTY,39.29,0.00,63.20,132.33,22.80,"1,061.40",71.40,78.83,Election Supplies,1
46004,TOWN OF CEDARBURG - OZAUKEE COUNTY,61.22,466.34,147.68,302.33,250.00,"2,698.79",0.00,0.00,,1
46006,TOWN OF FREDONIA - OZAUKEE COUNTY,207.40,169.34,55.13,"1,579.70",544.09,"2,155.10",50.00,0.00,,1
46008,TOWN OF GRAFTON - OZAUKEE COUNTY,80.59,373.77,280.00,238.67,200.00,"1,982.53",0.00,0.00,,1
46012,TOWN OF PORT WASHINGTON - OZAUKEE COUNTY,36.49,0.00,172.32,0.00,7.91,"1,126.23",699.79,79.68,"extra office supplies needed.  Pens, poster board to display notices, markers and page dividers.",1
46014,TOWN OF SAUKVILLE - OZAUKEE COUNTY,177.94,230.00,32.50,99.33,106.20,942.25,0.00,187.00,$187.00 = Clerk's salary for an add'n 11 hours of work.,1
46106,VILLAGE OF BELGIUM - OZAUKEE COUNTY,318.70,139.62,45.77,138.33,98.94,901.35,33.75,0.00,,1
46126,VILLAGE OF FREDONIA - OZAUKEE COUNTY,35.00,45.00,80.00,50.00,350.00,"1,018.00",50.00,0.00,,1
46131,VILLAGE OF GRAFTON - OZAUKEE COUNTY,61.22,874.96,410.35,337.33,"1,000.00","7,716.74","5,992.00",370.92,"Binders, TriFold Display, Post-It Notes, Highlighters, Voter Number Tally Slips",1
46181,VILLAGE OF SAUKVILLE - OZAUKEE COUNTY,120.00,292.00,42.00,250.00,72.00,"1,092.00","1,280.00",0.00,,1
46186,VILLAGE OF THIENSVILLE - OZAUKEE COUNTY,86.70,227.54,202.36,136.17,126.50,945.00,"3,118.47",135.30,Supplies at the grocery store and lunch.,1
46211,CITY OF CEDARBURG - OZAUKEE COUNTY,111.38,496.44,345.09,436.33,537.15,"6,345.25",283.90,75.00,Mailings for election workers,1
46255,CITY OF MEQUON - OZAUKEE COUNTY,50.00,"1,375.00","1,825.00",100.00,"1,075.00","11,500.00",200.00,0.00,,1
46271,CITY OF PORT WASHINGTON - OZAUKEE COUNTY,80.59,310.28,722.74,337.33,50.00,"5,435.77","1,400.81",0.00,,1
47002,TOWN OF ALBANY - PEPIN COUNTY,44.52,0.00,2.00,104.00,0.00,701.00,0.00,0.00,,1
47004,TOWN OF DURAND - PEPIN COUNTY,64.92,0.00,5.00,110.00,150.00,775.00,100.00,0.00,,1
47006,TOWN OF FRANKFORT - PEPIN COUNTY,151.00,2.50,0.00,25.00,25.00,616.75,0.00,0.00,,1
47008,TOWN OF LIMA - PEPIN COUNTY,30.00,0.00,4.00,0.00,0.00,460.00,0.00,0.00,,1
47010,TOWN OF PEPIN - PEPIN COUNTY,250.00,0.00,25.00,0.00,0.00,598.00,20.00,0.00,,1
47012,TOWN OF STOCKHOLM - PEPIN COUNTY,131.22,0.00,1.96,0.00,40.00,593.00,19.00,0.00,,1
47014,TOWN OF WATERVILLE - PEPIN COUNTY,70.02,0.00,2.50,80.00,35.00,410.00,0.00,0.00,,1
47016,TOWN OF WAUBEEK - PEPIN COUNTY,64.92,0.00,5.60,210.00,0.00,868.95,0.00,129.58,Chief Inspector Training - 66.08  Municipal Clerk Core Training - 63.50,1
47171,VILLAGE OF PEPIN - PEPIN COUNTY,44.52,0.00,22.80,28.50,0.00,733.90,0.00,0.00,,1
47181,VILLAGE OF STOCKHOLM - PEPIN COUNTY,44.52,6.25,1.25,0.00,11.00,459.00,0.00,0.00,,1
47216,CITY OF DURAND - PEPIN COUNTY,450.00,0.00,23.00,225.00,0.00,958.75,0.00,0.00,,1
48002,TOWN OF CLIFTON - PIERCE COUNTY,0.00,77.00,22.00,200.00,228.00,"1,063.00",0.00,138.00,svrs provider fees,1
48004,TOWN OF DIAMOND BLUFF - PIERCE COUNTY,26.85,0.00,0.00,0.00,0.00,547.01,0.00,25.00,Provider Fees,1
48006,TOWN OF ELLSWORTH - PIERCE COUNTY,41.00,0.00,12.00,33.00,0.00,888.00,0.00,71.00,PROVIDER FEES,1
48008,TOWN OF EL PASO - PIERCE COUNTY,15.00,23.00,5.00,0.00,0.00,788.00,0.00,39.00,PROVIDER FEES,1
48010,TOWN OF GILMAN - PIERCE COUNTY,40.04,0.00,2.40,0.00,0.00,748.47,170.20,60.00,PROVIDER FEES,1
48012,TOWN OF HARTLAND - PIERCE COUNTY,9.23,0.00,2.94,0.00,0.00,413.25,0.00,60.00,PROVIDER FEES,1
48014,TOWN OF ISABELLE - PIERCE COUNTY,20.00,0.00,4.60,0.00,0.00,360.00,0.00,30.00,Provider Fees,1
48016,TOWN OF MAIDEN ROCK - PIERCE COUNTY,22.62,0.00,3.75,0.00,30.00,702.00,0.00,33.75,Provider Fees,1
48018,TOWN OF MARTELL - PIERCE COUNTY,0.00,0.00,10.30,0.00,0.00,"1,155.59",0.00,78.75,Provider Fees,1
48020,TOWN OF OAK GROVE - PIERCE COUNTY,75.00,142.50,50.00,0.00,0.00,"1,420.88",0.00,142.50,Provider Fees,1
48022,TOWN OF RIVER FALLS - PIERCE COUNTY,60.00,0.00,30.00,0.00,100.00,"1,831.00",500.00,141.25,Provider Fees,1
48024,TOWN OF ROCK ELM - PIERCE COUNTY,20.00,0.00,0.00,0.00,0.00,450.00,0.00,31.25,Provider Fees,1
48026,TOWN OF SALEM - PIERCE COUNTY,22.62,0.00,8.00,50.00,25.00,490.00,50.00,30.00,provider fees,1
48028,TOWN OF SPRING LAKE - PIERCE COUNTY,54.50,20.00,150.00,0.00,34.00,378.00,240.00,31.25,Provider Fees,1
48030,TOWN OF TRENTON - PIERCE COUNTY,0.00,0.00,36.00,95.00,160.00,"1,016.00",0.00,133.75,PROVIDER FEES,1
48032,TOWN OF TRIMBELLE - PIERCE COUNTY,31.85,0.00,47.07,0.00,0.00,"1,410.50",0.00,115.00,provider fees,1
48034,TOWN OF UNION - PIERCE COUNTY,5.00,0.00,0.00,0.00,0.00,914.00,0.00,35.00,"6 - included election rolls, clips, stickers, training, set up. 8 - new voter registration; provider fees, ad for absentee ballots",1
48106,VILLAGE OF BAY CITY - PIERCE COUNTY,0.00,0.00,1.47,0.00,0.00,398.75,0.00,42.50,Provider Fees,1
48121,VILLAGE OF ELLSWORTH - PIERCE COUNTY,28.69,0.00,88.06,207.60,169.00,"3,459.85",66.00,0.00,,1
48122,VILLAGE OF ELMWOOD - PIERCE COUNTY,25.00,0.00,15.00,0.00,50.00,340.00,100.00,0.00,,1
48151,VILLAGE OF MAIDEN ROCK - PIERCE COUNTY,44.62,0.00,46.94,28.50,83.50,502.30,176.00,17.50,provider fees,1
48171,VILLAGE OF PLUM CITY - PIERCE COUNTY,22.62,0.00,62.50,0.00,105.81,401.39,107.64,33.75,Provider Fees,1
48181,VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES,110.63,0.00,0.00,265.23,135.90,835.03,0.00,0.00,,1
48271,CITY OF PRESCOTT - PIERCE COUNTY,125.00,77.00,74.00,0.00,50.00,"1,667.00",400.00,0.00,,1
48276,CITY OF RIVER FALLS - MULTIPLE COUNTIES,115.00,0.00,353.00,190.00,"1,767.00","5,925.00",100.00,0.00,,1
49002,TOWN OF ALDEN - POLK COUNTY,240.00,0.00,14.00,465.00,0.00,810.00,18.00,0.00,,1
49004,TOWN OF APPLE RIVER - POLK COUNTY,222.00,0.00,3.00,0.00,104.00,"1,495.00",185.00,90.00,chief inspector training,1
49006,TOWN OF BALSAM LAKE - POLK COUNTY,0.00,50.00,45.00,0.00,0.00,905.00,0.00,0.00,,1
49008,TOWN OF BEAVER - POLK COUNTY,145.00,0.00,6.00,0.00,0.00,547.00,0.00,103.00,Command central supplies,1
49010,TOWN OF BLACK BROOK - POLK COUNTY,113.66,5.00,2.00,270.00,75.00,650.00,0.00,100.00,Clerk's wages,1
49012,TOWN OF BONE LAKE - POLK COUNTY,70.00,0.00,2.00,80.00,50.00,823.00,375.00,47.00,Mileage for returns and pickup of supplies,1
49014,TOWN OF CLAM FALLS - POLK COUNTY,70.00,0.00,4.00,165.00,100.00,711.00,0.00,38.00,Misc. mileage ,1
49016,TOWN OF CLAYTON - POLK COUNTY,247.00,20.00,13.00,80.00,20.00,782.00,0.00,74.00,Signage and seals,1
49018,TOWN OF CLEAR LAKE - POLK COUNTY,55.00,0.00,10.00,180.00,10.00,300.00,0.00,130.00,port-a-potty,1
49020,TOWN OF EUREKA - POLK COUNTY,269.00,0.00,2.00,135.00,93.00,"1,209.00",0.00,25.00,food,1
49022,TOWN OF FARMINGTON - POLK COUNTY,121.00,25.00,2.00,500.00,5.00,962.00,0.00,0.00,,1
49024,TOWN OF GARFIELD - POLK COUNTY,125.00,0.00,10.00,0.00,0.00,180.00,0.00,0.00,,1
49026,TOWN OF GEORGETOWN - POLK COUNTY,0.00,0.00,3.00,0.00,0.00,360.00,0.00,0.00,,1
49028,TOWN OF JOHNSTOWN - POLK COUNTY,83.00,0.00,3.00,0.00,0.00,630.00,41.00,0.00,,1
49030,TOWN OF LAKETOWN - POLK COUNTY,69.00,0.00,4.00,385.00,0.00,524.00,0.00,0.00,,1
49032,TOWN OF LINCOLN - POLK COUNTY,82.00,0.00,64.00,655.00,0.00,880.00,0.00,0.00,,1
49034,TOWN OF LORAIN - POLK COUNTY,70.00,0.00,3.00,0.00,0.00,420.00,0.00,0.00,,1
49036,TOWN OF LUCK - POLK COUNTY,0.00,0.00,8.00,350.00,0.00,750.00,0.00,0.00,,1
49038,TOWN OF MCKINLEY - POLK COUNTY,139.00,4.00,0.00,360.00,0.00,565.00,0.00,52.00,mileage to make deliveries,1
49040,TOWN OF MILLTOWN - POLK COUNTY,182.00,0.00,16.00,530.00,137.00,522.00,0.00,0.00,,1
49042,TOWN OF OSCEOLA - POLK COUNTY,155.00,38.00,7.00,575.00,5.00,"1,080.00",90.00,0.00,,1
49044,TOWN OF ST. CROIX FALLS - POLK COUNTY,174.00,4.00,4.00,323.00,12.00,640.00,0.00,0.00,,1
49046,TOWN OF STERLING - POLK COUNTY,88.00,0.00,4.00,80.00,5.00,610.00,68.00,0.00,,1
49048,TOWN OF WEST SWEDEN - POLK COUNTY,78.00,0.00,2.00,80.00,0.00,540.00,0.00,0.00,,1
49106,VILLAGE OF BALSAM LAKE - POLK COUNTY,91.00,50.00,8.00,0.00,0.00,635.00,0.00,640.00,Clerk/Treasurer wages & benefits,1
49111,VILLAGE OF CENTURIA - POLK COUNTY,98.00,5.00,0.00,190.00,5.00,535.00,311.00,0.00,,1
49112,VILLAGE OF CLAYTON - POLK COUNTY,668.00,2.00,0.00,22.00,21.00,436.00,0.00,0.00,,1
49113,VILLAGE OF CLEAR LAKE - POLK COUNTY,295.00,25.00,20.00,100.00,10.00,340.00,375.00,0.00,,1
49116,VILLAGE OF DRESSER - POLK COUNTY,174.64,45.00,0.00,0.00,58.86,618.75,952.40,0.00,,1
49126,VILLAGE OF FREDERIC - POLK COUNTY,120.00,25.00,35.00,130.00,75.00,661.00,0.00,26.00,$26 food election workers,1
49146,VILLAGE OF LUCK - POLK COUNTY,147.00,71.00,36.00,6.00,35.00,418.00,0.00,73.00,food for poll workers,1
49151,VILLAGE OF MILLTOWN - POLK COUNTY,140.00,10.00,10.00,385.00,50.00,605.00,0.00,0.00,,1
49165,VILLAGE OF OSCEOLA - POLK COUNTY,270.00,0.00,64.00,70.00,90.00,"1,050.00",0.00,0.00,,1
49201,CITY OF AMERY - POLK COUNTY,640.50,250.00,100.00,815.00,176.00,"2,697.00",468.00,0.00,,1
49281,CITY OF ST. CROIX FALLS - POLK COUNTY,395.00,23.00,106.00,355.00,105.00,"2,019.00","1,694.00",0.00,,1
50002,TOWN OF ALBAN - PORTAGE COUNTY,0.00,0.00,15.00,0.00,15.00,600.00,0.00,0.00,,1
50004,TOWN OF ALMOND - PORTAGE COUNTY,0.00,0.00,3.00,0.00,100.00,750.00,0.00,0.00,,1
50006,TOWN OF AMHERST - PORTAGE COUNTY,0.00,0.00,0.00,0.00,0.00,747.75,27.92,0.00,,1
50008,TOWN OF BELMONT - PORTAGE COUNTY,0.00,0.00,5.64,6.04,0.00,869.00,0.00,0.00,,1
50010,TOWN OF BUENA VISTA - PORTAGE COUNTY,0.00,0.00,5.00,19.48,157.98,"1,330.85",151.42,43.20,mileage reimbursement for delivering ballots 43.20,1
50012,TOWN OF CARSON - PORTAGE COUNTY,0.00,0.00,29.00,0.00,0.00,"1,050.00",0.00,0.00,,1
50014,TOWN OF DEWEY - PORTAGE COUNTY,0.00,0.00,15.00,0.00,25.00,550.00,0.00,0.00,,1
50016,TOWN OF EAU PLEINE - PORTAGE COUNTY,0.00,0.00,12.00,0.00,56.00,0.00,925.00,0.00,,1
50018,TOWN OF GRANT - PORTAGE COUNTY,0.00,0.00,27.93,321.40,219.13,"1,075.00",703.53,0.00,,1
50020,TOWN OF HULL - PORTAGE COUNTY,118.90,362.25,81.48,27.62,52.50,"1,985.74",13.81,682.02,Election Board Training $283.02 Supplies $399 (I Voted Stickers; ribbons for Auto Mark; paper rolls for DS200; tally numbers; ring binders; pens; tissues; hand sanitizers)  Clerk and Deputy Clerk not included in costs.,1
50024,TOWN OF LINWOOD - PORTAGE COUNTY,0.00,0.00,15.98,0.00,0.00,"1,245.00",0.00,106.87,materials copied for poll workers of informational regarding elections (5),1
50026,TOWN OF NEW HOPE - PORTAGE COUNTY,0.00,0.00,9.94,0.00,5.00,632.00,8.25,0.00,,1
50028,TOWN OF PINE GROVE - PORTAGE COUNTY,0.00,0.00,0.00,30.00,12.60,816.32,0.00,0.00,,1
50030,TOWN OF PLOVER - PORTAGE COUNTY,50.00,105.75,13.00,81.34,98.65,"1,542.72",0.00,0.00,,1
50032,TOWN OF SHARON - PORTAGE COUNTY,0.00,0.00,35.28,45.44,75.00,951.72,0.00,73.72,,1
50034,TOWN OF STOCKTON - PORTAGE COUNTY,8.63,0.00,12.74,197.38,258.36,"1,114.50",0.00,0.00,,1
50101,VILLAGE OF ALMOND - PORTAGE COUNTY,74.80,38.95,1.96,2.54,0.00,625.00,0.00,0.00,,1
50102,VILLAGE OF AMHERST - PORTAGE COUNTY,40.00,20.00,30.00,0.00,0.00,725.00,0.00,0.00,,1
50103,VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY,0.00,0.00,3.00,0.00,25.00,525.00,0.00,0.00,,1
50141,VILLAGE OF JUNCTION CITY - PORTAGE COUNTY,0.00,45.61,13.80,0.00,6.00,805.00,52.50,0.00,,1
50161,VILLAGE OF NELSONVILLE - PORTAGE COUNTY,5.00,3.00,3.00,0.00,1.00,366.00,50.00,9.00,Postage for election materials,1
50171,VILLAGE OF PARK RIDGE - PORTAGE COUNTY,0.00,21.00,12.07,0.00,20.00,446.25,0.00,0.00,,1
50173,VILLAGE OF PLOVER - PORTAGE COUNTY,25.00,800.00,200.00,35.00,300.00,"2,493.00","2,000.00",0.00,,1
50176,VILLAGE OF ROSHOLT - PORTAGE COUNTY,2.00,10.00,8.50,0.00,10.00,510.00,0.00,0.00,,1
50191,VILLAGE OF WHITING - PORTAGE COUNTY,60.00,90.00,45.00,85.00,55.00,390.00,100.00,45.00,cleaning polling area and signage,1
50281,CITY OF STEVENS POINT - PORTAGE COUNTY,567.56,729.00,466.81,199.00,783.00,"14,819.90","2,255.00",67.48,Cost for Clerk's time completing this report. ,1
51002,TOWN OF CATAWBA - PRICE COUNTY,40.00,0.00,2.00,0.00,25.00,315.00,0.00,0.00,,1
51004,TOWN OF EISENSTEIN - PRICE COUNTY,40.00,0.00,10.00,0.00,20.00,0.00,0.00,0.00,,1
51006,TOWN OF ELK - PRICE COUNTY,40.00,0.00,15.00,80.00,24.00,783.00,0.00,0.00,,1
51008,TOWN OF EMERY - PRICE COUNTY,40.00,0.00,5.00,0.00,109.00,765.00,0.00,0.00,,1
51010,TOWN OF FIFIELD - PRICE COUNTY,40.00,0.00,30.00,100.00,150.00,925.00,0.00,66.00,mileage,1
51012,TOWN OF FLAMBEAU - PRICE COUNTY,40.00,0.00,10.00,0.00,0.00,650.00,0.00,0.00,,1
51014,TOWN OF GEORGETOWN - PRICE COUNTY,80.00,0.00,0.00,164.95,0.00,370.75,0.00,0.00,,1
51016,TOWN OF HACKETT - PRICE COUNTY,40.00,0.00,4.00,30.00,58.84,549.00,252.00,0.00,,1
51018,TOWN OF HARMONY - PRICE COUNTY,40.00,0.00,5.00,170.00,0.00,462.00,0.00,22.00,mileage,1
51020,TOWN OF HILL - PRICE COUNTY,40.00,0.00,18.00,160.00,60.00,666.00,0.00,0.00,,1
51022,TOWN OF KENNAN - PRICE COUNTY,80.00,0.00,0.00,0.00,0.00,528.69,0.00,144.95,New curtains for voting booths.,1
51024,TOWN OF KNOX - PRICE COUNTY,40.00,0.00,2.00,160.00,0.00,383.00,0.00,0.00,,1
51026,TOWN OF LAKE - PRICE COUNTY,40.00,0.00,32.00,0.00,0.00,"1,294.00",46.00,0.00,,1
51028,TOWN OF OGEMA - PRICE COUNTY,80.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,,1
51030,TOWN OF PRENTICE - PRICE COUNTY,80.00,0.00,0.00,0.00,0.00,600.00,0.00,0.00,,1
51032,TOWN OF SPIRIT - PRICE COUNTY,40.00,0.00,0.00,50.00,0.00,553.00,0.00,0.00,,1
51034,TOWN OF WORCESTER - PRICE COUNTY,40.00,0.00,48.00,160.00,0.00,880.00,0.00,0.00,,1
51111,VILLAGE OF CATAWBA - PRICE COUNTY,57.00,0.00,0.00,0.00,0.00,490.00,0.00,0.00,,1
51141,VILLAGE OF KENNAN - PRICE COUNTY,57.00,87.00,0.00,0.00,0.00,433.00,0.00,0.00,0,1
51171,VILLAGE OF PRENTICE - PRICE COUNTY,57.50,0.00,9.00,125.00,0.00,470.50,0.00,0.00,,1
51271,CITY OF PARK FALLS - PRICE COUNTY,57.00,0.00,15.00,65.00,0.00,985.00,0.00,0.00,,1
51272,CITY OF PHILLIPS - PRICE COUNTY,57.00,0.00,50.00,145.00,0.00,964.00,0.00,0.00,,1
52002,TOWN OF BURLINGTON - RACINE COUNTY,411.00,"1,100.00",110.00,"1,200.00",0.00,"1,862.00",0.00,0.00,,1
52006,TOWN OF DOVER - RACINE COUNTY,367.93,347.30,64.92,"1,237.00",100.30,"1,263.98",462.75,41.26,Mileage to deliver materials to county courthouse.,1
52010,TOWN OF NORWAY - RACINE COUNTY,"1,028.00",732.00,356.00,"2,180.00",192.00,"4,906.00",303.00,"6,769.26","New voting booths, office supplies, labels, name tags",1
52016,TOWN OF WATERFORD - RACINE COUNTY,60.28,656.37,427.63,"1,030.00",44.01,"1,197.65",234.99,0.00,,1
52018,TOWN OF YORKVILLE - RACINE COUNTY,401.40,204.49,41.53,"1,147.00",88.50,"1,133.90",4.13,"2,245.69","Share of monthly mtg. notice 6.66, public test notice 13.68, print Board of Canvass agenda 0.25, wages/benefits for Clerk 1818.30, wages/benefits for Deputy Clerk 406.80",1
52104,VILLAGE OF CALEDONIA - RACINE COUNTY,500.00,500.00,670.00,"2,400.00","1,711.00","12,000.00","1,500.00","1,382.00",Voter ID signs Absentee ballot bags,1
52121,VILLAGE OF ELMWOOD PARK - RACINE COUNTY,285.89,"1,288.10",55.00,0.00,100.00,502.00,0.00,0.00,,1
52151,VILLAGE OF MOUNT PLEASANT - RACINE COUNTY,636.00,"4,268.65","1,000.00","4,631.00","1,575.00","10,448.00","2,320.00","1,050.00","Election office supplies, pens, plastic totes, power strips, ink, tape, colored paper, election phone & service.",1
52161,VILLAGE OF NORTH BAY - RACINE COUNTY,475.00,45.00,5.00,8.00,0.00,375.00,0.00,0.00,,1
52176,VILLAGE OF ROCHESTER - RACINE COUNTY,345.00,365.00,299.00,991.00,309.00,"1,363.00",129.00,0.00,,1
52181,VILLAGE OF STURTEVANT - RACINE COUNTY,700.00,650.00,400.00,200.00,300.00,"1,500.00",0.00,0.00,,1
52186,VILLAGE OF UNION GROVE - RACINE COUNTY,360.00,300.00,315.00,"1,300.00",275.00,"1,250.00",35.00,175.00,Mileage to and from county for delivery of election materials and Deputy Clerk's wages for absentee preparation and tracking,1
52191,VILLAGE OF WATERFORD - RACINE COUNTY,100.00,"1,500.00",200.00,0.00,250.00,"2,250.00",0.00,100.00,"Pens, paper, markers, toner, paper",1
52192,VILLAGE OF WIND POINT - RACINE COUNTY,482.95,214.05,245.16,"1,174.00",0.00,534.24,0.00,0.00,,1
52206,CITY OF BURLINGTON - MULTIPLE COUNTIES,330.00,800.00,200.00,"1,365.00",600.00,"3,700.00",200.00,0.00,,1
52276,CITY OF RACINE - RACINE COUNTY,"2,501.00","4,544.89","3,600.00","3,100.00","3,795.00","22,033.21","4,900.00",630.00,Rental Equipment,1
53002,TOWN OF AKAN - RICHLAND COUNTY,0.00,0.00,5.00,0.00,25.00,580.00,0.00,0.00,,1
53004,TOWN OF BLOOM - RICHLAND COUNTY,0.00,0.00,8.00,28.00,5.00,500.00,0.00,0.00,,1
53006,TOWN OF BUENA VISTA - RICHLAND COUNTY,0.00,0.00,0.00,0.00,40.00,"1,050.00",0.00,0.00,,1
53008,TOWN OF DAYTON - RICHLAND COUNTY,23.40,0.00,14.20,65.00,28.00,610.50,0.00,51.84,"Miles for Clerk - Post Office, Courthouse and Town Hall - all for election duties.  Total 96 miles @ $.54.",1
53010,TOWN OF EAGLE - RICHLAND COUNTY,0.00,0.00,450.00,0.00,0.00,456.00,0.00,12.00,,1
53012,TOWN OF FOREST - RICHLAND COUNTY,0.00,15.00,11.88,12.00,45.00,528.00,0.00,0.00,,1
53014,TOWN OF HENRIETTA - RICHLAND COUNTY,0.00,0.00,8.00,90.00,0.00,730.00,0.00,0.00,,1
53016,TOWN OF ITHACA - RICHLAND COUNTY,50.00,0.00,25.00,50.00,50.00,700.00,100.00,0.00,,1
53018,TOWN OF MARSHALL - RICHLAND COUNTY,0.00,12.00,24.00,32.00,0.00,635.00,0.00,0.00,,1
53020,TOWN OF ORION - RICHLAND COUNTY,0.00,0.00,0.00,27.50,50.00,340.00,27.50,28.56,Mileage for delivering ballots to schools.,1
53022,TOWN OF RICHLAND - RICHLAND COUNTY,17.55,0.00,0.00,0.00,309.00,824.00,145.00,0.00,,1
53024,TOWN OF RICHWOOD - RICHLAND COUNTY,0.00,24.00,1.00,0.00,0.00,515.00,0.00,0.00,,1
53026,TOWN OF ROCKBRIDGE - RICHLAND COUNTY,0.00,0.00,5.39,85.00,0.00,810.00,120.00,0.00,,1
53028,TOWN OF SYLVAN - RICHLAND COUNTY,0.00,0.00,3.00,0.00,0.00,800.00,80.00,8.72,Food,1
53030,TOWN OF WESTFORD - RICHLAND COUNTY,0.00,0.00,1.95,0.00,0.00,862.75,20.00,0.00,,1
53032,TOWN OF WILLOW - RICHLAND COUNTY,0.00,0.00,0.00,0.00,0.00,300.00,0.00,0.00,,1
53106,VILLAGE OF BOAZ - RICHLAND COUNTY,70.20,45.00,0.00,0.00,0.00,525.00,0.00,0.00,,1
53111,VILLAGE OF CAZENOVIA - MULTIPLE COUNTIES,0.00,0.00,0.00,0.00,0.00,420.00,0.00,0.00,,1
53146,VILLAGE OF LONE ROCK - RICHLAND COUNTY,0.00,33.11,5.88,60.00,0.00,802.50,0.00,0.00,,1
53186,VILLAGE OF VIOLA - MULTIPLE COUNTIES,137.00,42.00,57.00,85.00,42.00,886.00,40.00,50.00,Vernon County Fee $200 / 4 elections.,1
53196,VILLAGE OF YUBA - RICHLAND COUNTY,0.00,0.00,0.00,0.00,0.00,282.75,0.00,0.00,,1
53276,CITY OF RICHLAND CENTER - RICHLAND COUNTY,359.78,480.00,122.23,297.47,730.00,"4,500.77",127.50,43.83,Voter Registration Application Forms,1
54002,TOWN OF AVON - ROCK COUNTY,"1,872.00","30,713.00",,,,,,,,0
54004,TOWN OF BELOIT - ROCK COUNTY,,,,,,,,,,0
54006,TOWN OF BRADFORD - ROCK COUNTY,686.75,88.20,32.66,100.00,24.50,880.00,0.00,330.00,wisvote fees,1
54012,TOWN OF FULTON - ROCK COUNTY,200.00,290.00,50.00,200.00,500.00,"1,600.00",500.00,0.00,,1
54014,TOWN OF HARMONY - ROCK COUNTY,143.62,305.50,37.50,450.00,29.00,"1,393.00",50.00,0.00,,1
54016,TOWN OF JANESVILLE - ROCK COUNTY,25.00,380.00,"1,063.00",51.00,150.00,"1,586.00",0.00,0.00,,1
54018,TOWN OF JOHNSTOWN - ROCK COUNTY,350.00,0.00,0.00,354.00,0.00,570.00,0.00,0.00,,1
54020,TOWN OF LA PRAIRIE - ROCK COUNTY,0.00,97.00,23.00,102.00,0.00,416.00,0.00,230.00,wisvote services,1
54026,TOWN OF MILTON - ROCK COUNTY,"1,519.62",276.30,56.57,114.50,480.00,"1,550.11",749.14,11.98,Strapping tape for posting notices in the Town Hall.,1
54030,TOWN OF PLYMOUTH - ROCK COUNTY,10.50,170.00,9.90,97.50,15.75,"1,090.00",0.00,0.00,,1
54034,TOWN OF ROCK - ROCK COUNTY,75.00,0.00,50.00,25.00,200.00,"1,163.00",0.00,0.00,,1
54038,TOWN OF TURTLE - ROCK COUNTY,365.00,0.00,30.00,0.00,0.00,"1,070.00",0.00,0.00,,1
