HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes
43266,CITY OF OCONTO FALLS - OCONTO COUNTY,$44.68,$0.00,$104.85,$0.00,$267.50,"$1,804.06",$0.00,$15.12,Mileage to deliver election materials.
44002,TOWN OF CASSIAN - ONEIDA COUNTY,$0.00,$0.00,$100.00,$0.00,$0.00,$860.00,$0.00,$0.00,
44004,TOWN OF CRESCENT - ONEIDA COUNTY,$0.00,$0.00,$230.00,$0.00,$0.00,"$1,760.00",$0.00,$45.00,LUnch for pollworkers
44006,TOWN OF ENTERPRISE - ONEIDA COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$810.47,$0.00,$125.00,Absentee Ballots
44008,TOWN OF HAZELHURST - ONEIDA COUNTY,$0.00,$0.00,$178.00,$570.00,$0.00,$560.00,$0.00,$0.00,
44010,TOWN OF LAKE TOMAHAWK - ONEIDA COUNTY,$25.55,$0.00,$21.37,$0.00,$0.00,$727.50,$0.00,$43.20,Mileage
44012,TOWN OF LITTLE RICE - ONEIDA COUNTY,$277.15,$0.00,$6.58,$0.00,$0.00,"$1,160.15",$0.00,$0.00,
44014,TOWN OF LYNNE - ONEIDA COUNTY,$4.00,$0.00,$5.88,$270.00,$0.00,$407.00,$0.00,$0.00,
44016,TOWN OF MINOCQUA - ONEIDA COUNTY,$90.00,$0.00,$375.00,$0.00,$0.00,"$1,274.00",$175.00,$0.00,
44018,TOWN OF MONICO - ONEIDA COUNTY,$10.00,$0.00,$3.00,$150.00,$10.00,$440.00,$0.00,$0.00,
44020,TOWN OF NEWBOLD - ONEIDA COUNTY,$131.85,$0.00,$192.20,$0.00,$429.91,"$2,612.29",$90.18,$552.74,Training
44022,TOWN OF NOKOMIS - ONEIDA COUNTY,$50.00,$0.00,$25.00,$0.00,$0.00,$968.00,$0.00,$165.00,FOOD
44024,TOWN OF PELICAN - ONEIDA COUNTY,$0.00,$0.00,$200.00,$0.00,$0.00,"$2,716.00",$0.00,$0.00,
44026,TOWN OF PIEHL - ONEIDA COUNTY,$0.00,$0.00,$2.00,$25.00,$0.00,$390.00,$0.00,$0.00,
44028,TOWN OF PINE LAKE - ONEIDA COUNTY,$47.60,$26.48,"$1,564.32",$114.48,"$1,316.00","$3,008.98",$0.00,"$1,054.46","Prepping reports after election.  Delivery of reports, ballots, poll books to county clerk.  WisVote entries and reconciliation.  Clerk benefits based on wages paid for election related time worked."
44030,TOWN OF SCHOEPKE - ONEIDA COUNTY,$0.00,$0.00,$25.00,$0.00,$51.00,$708.00,$0.00,$97.00,MILEAGE COSTS OF TRAVELING TO AND FROM COUNTY CLERK'S OFFICE TO UP MATERIALS AND DROP OFF BALLOTS - USUALLY 4 TRIPS. 
44032,TOWN OF STELLA - ONEIDA COUNTY,$82.00,$0.00,$23.00,$681.00,$218.00,"$1,344.00",$0.00,$0.00,
44034,TOWN OF SUGAR CAMP - ONEIDA COUNTY,,,,,,,,,
44036,TOWN OF THREE LAKES - ONEIDA COUNTY,"$1,509.87",$89.00,$399.00,$570.00,$133.16,"$1,082.85",$65.00,$0.00,
44038,TOWN OF WOODBORO - ONEIDA COUNTY,$0.00,$0.00,$49.00,$540.00,$42.00,"$1,067.00",$0.00,$0.00,
44040,TOWN OF WOODRUFF - ONEIDA COUNTY,$0.00,$0.00,$455.18,$100.00,$50.00,"$1,918.18","$2,187.00",$0.00,
44276,CITY OF RHINELANDER - ONEIDA COUNTY,$40.00,$0.00,$800.00,"$2,040.00",$100.00,"$5,620.00",$0.00,$0.00,
45002,TOWN OF BLACK CREEK - OUTAGAMIE COUNTY,$93.14,$40.00,$132.76,"$1,051.00",$154.50,"$2,812.50",$0.00,$0.00,
45004,TOWN OF BOVINA - OUTAGAMIE COUNTY,$93.32,$0.00,$28.33,$40.00,$155.00,"$1,218.00",$221.55,$0.00,
45006,TOWN OF BUCHANAN - OUTAGAMIE COUNTY,$350.00,$750.00,$537.00,"$1,440.00",$233.66,"$5,222.00",$0.00,$0.00,
45008,TOWN OF CENTER - OUTAGAMIE COUNTY,$48.66,$0.00,$162.00,$0.00,$0.00,"$2,641.56",$0.00,$370.00,$350 - WisVote services $20 - Supplies
45010,TOWN OF CICERO - OUTAGAMIE COUNTY,$108.88,$0.00,$353.57,$200.00,$68.00,"$2,213.15",$0.00,$300.00,WisVote Services
45012,TOWN OF DALE - OUTAGAMIE COUNTY,$76.66,$0.00,$82.36,$0.00,$48.00,"$2,365.20","$1,036.00",$275.00,SVRS Services
45014,TOWN OF DEER CREEK - OUTAGAMIE COUNTY,$0.00,$0.00,$15.00,$50.00,$75.00,$550.00,$0.00,$553.00,Voting machine test - $100.00; Command Central contract - $278.00; Mileage reimbursement - $175.00
45016,TOWN OF ELLINGTON - OUTAGAMIE COUNTY,$20.00,$200.00,$324.34,$35.00,$80.00,"$2,079.79",$846.98,$0.00,
45018,TOWN OF FREEDOM - OUTAGAMIE COUNTY,$324.00,$0.00,$294.88,"$1,080.00",$187.36,"$3,401.13","$2,304.00",$0.00,
45020,TOWN OF GRAND CHUTE - OUTAGAMIE COUNTY,$76.00,$0.00,"$2,000.00",$100.00,"$1,000.00","$12,500.00","$12,500.00",$0.00,
45022,TOWN OF GREENVILLE - OUTAGAMIE COUNTY,$45.55,$0.00,"$1,713.00",$0.00,"$2,632.00","$18,736.56","$2,555.00",$271.09,"Binders,Copy Paper,Waste baskets, letter openers, paperclips, highlighters, tubs and tool kits to store elections supplies site rental."
45024,TOWN OF HORTONIA - OUTAGAMIE COUNTY,$100.00,$0.00,$200.00,$200.00,$100.00,"$1,400.00",$100.00,$0.00,
45026,TOWN OF KAUKAUNA - OUTAGAMIE COUNTY,$71.15,$0.00,$28.20,$570.00,$32.00,"$2,069.00",$0.00,$269.50,#4 - Command Central maintenance fee #8 - Lawyer fee for referendum question
45028,TOWN OF LIBERTY - OUTAGAMIE COUNTY,$28.00,$0.00,$12.59,$0.00,$0.00,"$1,207.07",$0.00,$222.70,"Sign holders - $32.48 Candy - $14.74 Snacks - $15.98 Food - $125.33 Tabs, graph paper, clipboards - $11.51 Dividers, sharpies - $22.66"
45030,TOWN OF MAINE - OUTAGAMIE COUNTY,$108.88,$0.00,$276.00,$200.00,$180.84,"$2,111.31",$0.00,$250.00,WisVote Services
45032,TOWN OF MAPLE CREEK - OUTAGAMIE COUNTY,$52.26,$0.00,$5.04,$18.00,$0.00,"$1,370.39",$0.00,$21.52,"Binders, tape, poster board, pens"
45034,TOWN OF ONEIDA - OUTAGAMIE COUNTY,$78.14,$0.00,$109.60,$0.00,$20.00,"$1,775.92",$500.00,$0.00,
45036,TOWN OF OSBORN - OUTAGAMIE COUNTY,$78.00,$24.00,$48.00,$223.00,$76.00,"$1,835.00",$213.00,$743.00,$40 - Ink for printer $570 - Maintenance Agreement $29 - Election Manuals $75 - County WisVote Services
45038,TOWN OF SEYMOUR - OUTAGAMIE COUNTY,$78.00,$24.00,$45.00,$107.00,$206.00,"$1,491.00",$200.00,$145.00,$75 - WisVote Contract $40 - Printer Ink $30 - Manuals
45040,TOWN OF VANDENBROEK - OUTAGAMIE COUNTY,$40.00,$300.00,$65.00,$25.00,$0.00,"$1,590.00",$0.00,$0.00,
45106,VILLAGE OF BEAR CREEK - OUTAGAMIE COUNTY,$83.00,$0.00,$3.00,$270.00,$0.00,$830.00,$0.00,$0.00,
45107,VILLAGE OF BLACK CREEK - OUTAGAMIE COUNTY,$78.14,$0.00,$19.42,$0.00,$5.00,"$1,628.63",$0.00,$0.00,
45111,VILLAGE OF COMBINED LOCKS - OUTAGAMIE COUNTY,$28.00,$500.00,$155.00,$125.00,$0.00,"$4,360.00","$1,200.00",$0.00,
45136,VILLAGE OF HORTONVILLE - OUTAGAMIE COUNTY,$20.00,$146.00,$96.00,$257.00,$25.00,"$1,888.00","$3,421.00",$112.50,WisVote services from provider (county) 
45141,VILLAGE OF KIMBERLY - OUTAGAMIE COUNTY,$60.00,$350.00,$325.00,$870.00,$40.00,"$2,325.00","$2,550.00",$0.00,
45146,VILLAGE OF LITTLE CHUTE - OUTAGAMIE COUNTY,$250.00,$500.00,$500.00,$0.00,$500.00,"$4,000.00",$0.00,$0.00,
45155,VILLAGE OF NICHOLS - OUTAGAMIE COUNTY,$93.32,$0.00,$4.54,$19.91,$55.55,$415.32,$27.78,$0.00,
45181,VILLAGE OF SHIOCTON - OUTAGAMIE COUNTY,$0.00,$0.00,$20.52,$270.00,$13.80,$840.35,$441.84,$43.20,
45201,CITY OF APPLETON - MULTIPLE COUNTIES,$970.00,$0.00,"$3,456.00",$0.00,"$4,100.00","$31,510.00","$1,432.00",$905.00,"Tally Slips, Pens, I Voted Stickers, Election-Day envelopes"
45241,CITY OF KAUKAUNA - MULTIPLE COUNTIES,$100.00,"$4,000.00","$1,500.00","$1,000.00",$500.00,"$5,000.00",$200.00,$0.00,
45281,CITY OF SEYMOUR - OUTAGAMIE COUNTY,$108.59,$253.00,$147.65,"$1,045.00",$123.00,$889.50,$0.00,$0.00,
46002,TOWN OF BELGIUM - OZAUKEE COUNTY,$187.00,$0.00,$216.00,"$1,318.00",$109.00,"$1,301.00",$0.00,$0.00,
46004,TOWN OF CEDARBURG - OZAUKEE COUNTY,$33.94,$0.00,$220.31,$0.00,$240.00,"$2,828.30",$817.50,$0.00,
46006,TOWN OF FREDONIA - OZAUKEE COUNTY,$16.00,$35.48,$164.11,$803.00,$80.14,"$1,350.00",$500.00,$114.50,Lunch & dinner for poll workers
46008,TOWN OF GRAFTON - OZAUKEE COUNTY,$250.00,$250.00,$400.00,$200.00,"$1,520.00","$2,135.00",$0.00,$0.00,
46012,TOWN OF PORT WASHINGTON - OZAUKEE COUNTY,$300.77,$74.04,$74.00,$0.00,$5.00,"$1,282.80",$0.00,$0.00,
46014,TOWN OF SAUKVILLE - OZAUKEE COUNTY,$146.00,$0.00,$92.00,$201.00,$50.00,"$1,208.00",$255.00,$0.00,
46106,VILLAGE OF BELGIUM - OZAUKEE COUNTY,$131.01,$150.00,$154.20,$93.00,$98.00,"$1,480.00",$165.00,$0.00,
46126,VILLAGE OF FREDONIA - OZAUKEE COUNTY,$143.52,$0.00,$123.88,$100.00,$340.00,"$1,776.18",$60.00,$150.00,PURCHASED A VOTING BOOTH TO USE IN LOBBY DURING IN PERSON ABSENTEE VOTING DUE TO LARGE NUMBER OF PEOPLE COMING IN TO VOTE
46131,VILLAGE OF GRAFTON - OZAUKEE COUNTY,$95.62,$0.00,$857.58,$0.00,"$1,025.00","$10,439.11","$1,300.09",$67.50,ICE Ink Cartridges
46181,VILLAGE OF SAUKVILLE - OZAUKEE COUNTY,$35.04,$0.00,$141.00,$0.00,$40.00,"$1,742.00",$0.00,$0.00,
46186,VILLAGE OF THIENSVILLE - OZAUKEE COUNTY,$75.74,$0.00,"$1,023.07",$0.00,$106.86,"$1,597.10","$1,767.38","$4,807.52",This is an estimated cost of salary for processing Absentee Ballot requests mailed and in-person.
46211,CITY OF CEDARBURG - OZAUKEE COUNTY,$66.22,$0.00,$928.00,$45.00,$924.70,"$9,034.38",$382.50,$192.00,"Letters mailed to poll workers, postage for checks, misc. supplies"
46255,CITY OF MEQUON - OZAUKEE COUNTY,$525.00,"$3,000.00","$2,900.00",$100.00,$600.00,"$15,200.00","$5,600.00",$0.00,
46271,CITY OF PORT WASHINGTON - OZAUKEE COUNTY,$205.00,$0.00,"$1,519.15",$0.00,$57.00,"$8,891.11","$3,951.61",$0.00,
47002,TOWN OF ALBANY - PEPIN COUNTY,$22.26,$0.00,$7.55,$24.00,$0.00,$868.00,$0.00,$0.00,
47004,TOWN OF DURAND - PEPIN COUNTY,$64.92,$0.00,$15.00,$80.00,$150.00,$769.50,$100.00,$0.00,
47006,TOWN OF FRANKFORT - PEPIN COUNTY,$126.02,$0.00,$7.52,$20.40,$0.00,$511.75,$0.00,$0.00,
47008,TOWN OF LIMA - PEPIN COUNTY,$25.00,$0.00,$5.00,$10.00,$0.00,"$1,000.00",$0.00,$0.00,
47010,TOWN OF PEPIN - PEPIN COUNTY,$30.00,$0.00,$36.00,$0.00,$0.00,$820.00,$0.00,$0.00,
47012,TOWN OF STOCKHOLM - PEPIN COUNTY,$22.26,$0.00,$18.33,$270.00,$40.00,$490.00,$0.00,$0.00,
47014,TOWN OF WATERVILLE - PEPIN COUNTY,$63.06,$0.00,$0.00,$0.00,$35.00,$464.50,$0.00,$0.00,
47016,TOWN OF WAUBEEK - PEPIN COUNTY,$126.00,$0.00,$22.00,$0.00,$0.00,$788.50,$0.00,$0.00,
47171,VILLAGE OF PEPIN - PEPIN COUNTY,$211.06,$11.00,$79.90,"$2,220.00",$332.37,"$2,799.04",$0.00,$0.00,
47181,VILLAGE OF STOCKHOLM - PEPIN COUNTY,$46.00,$0.00,$0.94,$0.00,$0.00,$451.00,$0.00,$0.00,
47216,CITY OF DURAND - PEPIN COUNTY,$475.00,$0.00,$52.00,$375.00,$0.00,"$1,163.00",$0.00,$0.00,
48002,TOWN OF CLIFTON - PIERCE COUNTY,$0.00,$0.00,$180.00,$150.00,$40.00,"$1,624.00",$243.00,$0.00,
48004,TOWN OF DIAMOND BLUFF - PIERCE COUNTY,$0.00,$0.00,$23.97,$540.00,$0.00,$827.50,$60.00,$13.77,Office Supplies
48006,TOWN OF ELLSWORTH - PIERCE COUNTY,$36.00,$0.00,$36.00,$0.00,$0.00,$938.00,$136.25,$0.00,
48008,TOWN OF EL PASO - PIERCE COUNTY,$25.00,$0.00,$75.00,"$1,020.00",$0.00,$944.00,$161.00,$228.00,training
48010,TOWN OF GILMAN - PIERCE COUNTY,$154.00,$0.00,$0.00,$540.00,$0.00,"$1,076.42",$122.50,$0.00,
48012,TOWN OF HARTLAND - PIERCE COUNTY,$15.40,$0.00,$33.84,$0.00,$0.00,$838.31,$116.25,$0.00,
48014,TOWN OF ISABELLE - PIERCE COUNTY,$52.00,$0.00,$1.00,$0.00,$0.00,$360.00,$30.00,$0.00,
48016,TOWN OF MAIDEN ROCK - PIERCE COUNTY,$21.70,$0.00,$11.80,$162.50,$0.00,$611.50,$90.00,$0.00,
48018,TOWN OF MARTELL - PIERCE COUNTY,$0.00,$0.00,$43.00,$50.00,$0.00,"$2,865.00",$161.25,$0.00,
48020,TOWN OF OAK GROVE - PIERCE COUNTY,$150.00,$50.00,$150.00,$278.00,$228.00,"$2,603.00",$256.25,$0.00,
48022,TOWN OF RIVER FALLS - PIERCE COUNTY,$58.00,$0.00,$166.00,$0.00,$100.00,"$1,700.00","$1,387.50",$0.00,
48024,TOWN OF ROCK ELM - PIERCE COUNTY,$35.00,$0.00,$4.90,$0.00,$0.00,$405.00,$50.00,$50.00,Supper for Poll Workers and Supplies
48026,TOWN OF SALEM - PIERCE COUNTY,$21.70,$0.00,$17.94,$0.00,$0.00,"$1,078.50",$80.00,$0.00,
48028,TOWN OF SPRING LAKE - PIERCE COUNTY,$50.00,$0.00,$10.00,$0.00,$125.00,$412.00,$81.25,$0.00,
48030,TOWN OF TRENTON - PIERCE COUNTY,$127.00,$0.00,$38.00,$475.00,$220.00,"$1,895.00",$349.00,$0.00,
48032,TOWN OF TRIMBELLE - PIERCE COUNTY,$16.70,$0.00,$58.72,$0.00,$0.00,"$1,410.50",$206.25,$0.00,
48034,TOWN OF UNION - PIERCE COUNTY,$5.00,$0.00,$0.00,$270.00,$0.00,$593.50,$98.75,$0.00,
48106,VILLAGE OF BAY CITY - PIERCE COUNTY,$21.70,$0.00,$1.88,$0.00,$0.00,$464.00,$61.25,$0.00,
48121,VILLAGE OF ELLSWORTH - PIERCE COUNTY,$18.70,$0.00,$69.84,$276.80,$179.25,"$1,626.33","$3,675.15",$264.00,"Election training,classes and webinars for staff and pollworkers"
48122,VILLAGE OF ELMWOOD - PIERCE COUNTY,$15.00,$0.00,$13.40,$25.00,$25.00,$772.05,$41.25,$0.00,
48151,VILLAGE OF MAIDEN ROCK - PIERCE COUNTY,$30.00,$0.00,$10.00,$18.00,$107.24,$503.60,$20.00,$11.20,Poster Board
48171,VILLAGE OF PLUM CITY - PIERCE COUNTY,$21.70,$0.00,$14.65,$24.16,$77.50,$437.13,$87.72,$0.00,
48181,VILLAGE OF SPRING VALLEY - MULTIPLE COUNTIES,$27.00,$8.65,$0.00,$0.00,$0.00,"$1,295.62",$0.00,$0.00,
48271,CITY OF PRESCOTT - PIERCE COUNTY,$85.00,$0.00,$478.00,$0.00,$50.00,"$3,305.00",$230.00,$75.00,Meals for Election Workers
48276,CITY OF RIVER FALLS - MULTIPLE COUNTIES,$66.97,$0.00,"$1,114.57",$0.00,"$1,814.85","$9,532.88","$5,631.21","$2,613.36","Training: 1911.25, Supplies: 11.56, 3.60 Meals: 686.95"
49002,TOWN OF ALDEN - POLK COUNTY,$181.20,$0.00,$147.00,$545.00,$0.00,"$1,174.50",$0.00,$28.30,"pens, pencils, paper"
49004,TOWN OF APPLE RIVER - POLK COUNTY,$80.97,$0.00,$11.25,$0.00,$194.82,"$1,375.00",$0.00,$0.00,
49006,TOWN OF BALSAM LAKE - POLK COUNTY,$0.00,$0.00,$5.00,$400.00,$0.00,$664.00,$0.00,$0.00,
49008,TOWN OF BEAVER - POLK COUNTY,$294.70,$0.00,$35.00,$560.00,$0.00,$909.00,$0.00,$0.00,
49010,TOWN OF BLACK BROOK - POLK COUNTY,$128.00,$0.00,$20.00,$210.00,$25.00,$925.00,$0.00,$100.00,"Clerks wages for sending out scheduling letters, issuing payroll checks and conducting a review of the procedures and updating election days requirements with the poll workers"
49012,TOWN OF BONE LAKE - POLK COUNTY,$70.00,$0.00,$9.00,$80.00,$50.00,"$1,075.00",$20.00,$707.00,"clerks Salary, mileage maintenance costs & Misc."
49014,TOWN OF CLAM FALLS - POLK COUNTY,$70.00,$0.00,$14.00,$165.00,$100.00,$711.00,$0.00,$38.00,Mileage 
49016,TOWN OF CLAYTON - POLK COUNTY,$70.00,$0.00,$14.00,$165.00,$100.00,$711.00,$0.00,$38.00,Mileage 
49018,TOWN OF CLEAR LAKE - POLK COUNTY,$130.00,$0.00,$12.00,$450.00,$50.00,$700.00,$0.00,$150.00,port-a-potty 130 electric/phone 20
49020,TOWN OF EUREKA - POLK COUNTY,$153.00,"$4,300.00",$115.00,$633.00,$75.00,"$1,553.00",$378.00,$464.00,"Clerks time $414, Mileage $18.00 & Withholding clerk $32.00"
49022,TOWN OF FARMINGTON - POLK COUNTY,$107.50,$0.00,$34.00,"$1,650.00",$4.00,"$1,004.29",$0.00,$0.00,
49024,TOWN OF GARFIELD - POLK COUNTY,$124.75,"$2,536.00",$91.00,$610.00,$100.00,"$1,170.00",$0.00,$0.00,
49026,TOWN OF GEORGETOWN - POLK COUNTY,$0.00,$0.00,$23.52,$570.00,$0.00,$600.00,$0.00,$0.00,
49028,TOWN OF JOHNSTOWN - POLK COUNTY,$17.70,$0.00,$21.12,$80.00,$0.00,$900.00,$0.00,$0.00,
49030,TOWN OF LAKETOWN - POLK COUNTY,$89.60,$0.00,$50.76,$635.00,$0.00,$587.00,$0.00,$0.00,
49032,TOWN OF LINCOLN - POLK COUNTY,$175.00,$0.00,$143.00,$815.00,$95.00,"$1,603.00",$0.00,$0.00,
49034,TOWN OF LORAIN - POLK COUNTY,$35.00,$9.00,$12.00,$75.00,$0.00,$679.00,$0.00,$0.00,
49036,TOWN OF LUCK - POLK COUNTY,$25.00,$0.00,$70.00,$275.00,$10.00,$700.00,$0.00,$0.00,
49040,TOWN OF MILLTOWN - POLK COUNTY,$102.00,$0.00,$27.00,$320.00,$278.00,$765.00,$0.00,$0.00,
49042,TOWN OF OSCEOLA - POLK COUNTY,$191.00,$4.00,$187.00,$33.00,$25.00,"$1,750.00",$425.00,$250.00,training
49044,TOWN OF ST. CROIX FALLS - POLK COUNTY,$3.00,$0.00,$25.00,$320.00,$25.00,$725.00,$50.00,$0.00,
49046,TOWN OF STERLING - POLK COUNTY,$36.00,$0.00,$16.00,$80.00,$0.00,$793.00,$52.00,$0.00,
49048,TOWN OF WEST SWEDEN - POLK COUNTY,$70.00,$0.00,$10.00,$128.00,$0.00,$786.00,$0.00,$79.00,supplies for the voting machines 
49106,VILLAGE OF BALSAM LAKE - POLK COUNTY,$86.00,$0.00,$0.00,$0.00,$0.00,$756.00,$0.00,"$1,588.00",salaries for office personnel & benefits of office personnel
49111,VILLAGE OF CENTURIA - POLK COUNTY,$86.00,$0.00,$0.00,$540.00,$0.00,$959.00,$94.00,$579.00,Polk County charges for elections
49113,VILLAGE OF CLEAR LAKE - POLK COUNTY,$247.00,$25.00,$20.00,$180.00,$80.00,$340.00,$405.00,$0.00,
49116,VILLAGE OF DRESSER - POLK COUNTY,$35.00,$0.00,$0.00,$0.00,$9.99,$697.00,$964.31,$18.63,I Voted Stickers = $18.63 
49126,VILLAGE OF FREDERIC - POLK COUNTY,$40.00,$50.00,$50.00,$75.00,$50.00,"$1,150.00",$0.00,$0.00,We are a relier on Polk County.  We paid the county $190 for this election.  The associated costs are divided among the above categories.
49146,VILLAGE OF LUCK - POLK COUNTY,$75.00,$200.00,$200.00,"$1,380.00",$100.00,$741.00,$24.00,$622.00,Voting Booths/supplies
49151,VILLAGE OF MILLTOWN - POLK COUNTY,$140.00,$25.00,$10.00,$385.00,$50.00,"$1,011.00",$0.00,$0.00,
49165,VILLAGE OF OSCEOLA - POLK COUNTY,$259.00,$0.00,$175.00,$850.00,$150.00,"$1,281.22",$84.73,$0.00,
49201,CITY OF AMERY - POLK COUNTY,$217.00,$550.00,$575.00,"$1,920.00","$5,097.00","$4,938.00",$468.00,$100.00,Mileage
49281,CITY OF ST. CROIX FALLS - POLK COUNTY,$146.00,$10.00,$206.00,$390.00,$110.00,"$2,314.00",$404.00,$0.00,
50002,TOWN OF ALBAN - PORTAGE COUNTY,$0.00,$0.00,$48.00,"$1,000.00",$0.00,$600.00,$0.00,$0.00,
50004,TOWN OF ALMOND - PORTAGE COUNTY,$0.00,$0.00,$45.40,$358.87,$450.00,"$2,840.00",$150.00,$0.00,
50006,TOWN OF AMHERST - PORTAGE COUNTY,$0.00,$0.00,$15.00,$0.00,$0.00,$393.75,$232.50,$60.00,"CLEANING BEFORE/AFTER, SETUP/ TAKE DOWN OF CHAIRS BY MAINTENANCE."
50008,TOWN OF BELMONT - PORTAGE COUNTY,$0.00,$0.00,$13.23,$0.00,$0.00,"$1,049.18",$156.66,$0.00,
50010,TOWN OF BUENA VISTA - PORTAGE COUNTY,$0.00,$0.00,$18.00,$19.33,$18.36,"$1,121.90",$31.32,$0.00,
50012,TOWN OF CARSON - PORTAGE COUNTY,$0.00,$0.00,$44.00,$0.00,$0.00,"$1,470.00",$0.00,$0.00,
50014,TOWN OF DEWEY - PORTAGE COUNTY,$0.00,$0.00,$49.00,$10.00,$0.00,$750.00,$0.00,$0.00,0
50016,TOWN OF EAU PLEINE - PORTAGE COUNTY,$30.00,$0.00,$55.00,$0.00,$0.00,"$3,280.00",$0.00,$0.00,
50018,TOWN OF GRANT - PORTAGE COUNTY,$0.00,$0.00,$60.27,$96.45,$172.30,"$1,739.00","$1,406.25",$0.00,
50020,TOWN OF HULL - PORTAGE COUNTY,$0.00,$0.00,$153.97,$7.19,$111.05,"$3,060.80",$101.52,$672.64,$168 - Parking attendant 170.09 - Barriers (2) 237.15 - Voting booths (2) 21.26 - thermal paper rolls 7.35 - Pens 27.46 - Duck tape & padlocks 41.33 - Supplies 
50022,TOWN OF LANARK - PORTAGE COUNTY,$0.00,$0.00,$95.88,$152.22,$62.25,"$1,079.26",$0.00,$0.00,
50024,TOWN OF LINWOOD - PORTAGE COUNTY,$0.00,$0.00,$54.88,$0.00,$36.19,"$1,210.00",$0.00,$0.00,
50026,TOWN OF NEW HOPE - PORTAGE COUNTY,$0.00,$0.00,$18.40,$7.38,$34.00,$824.50,$0.00,$96.74,"ADDITIONAL ELECTION DAY SUPPLIES:  PENS, PRIVACY DIVIDERS."
50028,TOWN OF PINE GROVE - PORTAGE COUNTY,$0.00,$0.00,$0.00,$5.00,$16.00,$892.00,$0.00,$0.00,
50030,TOWN OF PLOVER - PORTAGE COUNTY,$50.00,$105.00,$20.00,$608.87,$475.00,"$3,632.00",$0.00,$0.00,
50032,TOWN OF SHARON - PORTAGE COUNTY,$29.00,$0.00,$67.00,$200.00,$75.00,$867.00,$308.00,$90.00,"COPIES SUPPLIES, INK, MILEAGE FOR ELECITON PURPOSES."
50034,TOWN OF STOCKTON - PORTAGE COUNTY,$8.63,$0.00,$200.65,$657.11,$253.27,"$3,548.00",$0.00,$0.00,
50101,VILLAGE OF ALMOND - PORTAGE COUNTY,$0.00,$0.00,$1.47,$358.87,$0.00,$625.00,$0.00,$0.00,
50102,VILLAGE OF AMHERST - PORTAGE COUNTY,$0.00,$0.00,$14.40,$350.00,$0.00,"$1,068.00",$0.00,$0.00,
50103,VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY,$0.00,$0.00,$5.00,$0.00,$20.00,$550.00,$0.00,$0.00,0
50141,VILLAGE OF JUNCTION CITY - PORTAGE COUNTY,$0.00,$0.00,$9.84,$0.00,$0.00,$805.00,$60.00,$0.00,
50161,VILLAGE OF NELSONVILLE - PORTAGE COUNTY,$0.00,$0.00,$1.00,$0.00,$1.00,$370.00,$0.00,$0.00,0
50171,VILLAGE OF PARK RIDGE - PORTAGE COUNTY,$140.00,$0.00,$14.70,$0.00,$10.50,$921.58,$0.00,$0.00,
50173,VILLAGE OF PLOVER - PORTAGE COUNTY,$0.00,$0.00,$700.00,"$1,270.00","$1,900.00","$6,000.00","$5,275.00",$0.00,
50176,VILLAGE OF ROSHOLT - PORTAGE COUNTY,$5.00,$0.00,$3.00,$0.00,$10.00,$505.00,$130.00,$0.00,
50191,VILLAGE OF WHITING - PORTAGE COUNTY,$75.00,$90.00,$80.00,$85.00,$100.00,$650.00,$150.00,$55.00,cleaning and signage
50281,CITY OF STEVENS POINT - PORTAGE COUNTY,$155.54,$0.00,$543.95,$115.75,$731.50,"$22,393.30","$13,882.87",$68.66,Clerk's time putting this report together.
51002,TOWN OF CATAWBA - PRICE COUNTY,$80.00,$0.00,$10.00,$0.00,$25.00,$450.00,$0.00,$0.00,
51004,TOWN OF EISENSTEIN - PRICE COUNTY,$80.00,$0.00,$40.00,$0.00,$50.00,$600.00,$0.00,$0.00,
51006,TOWN OF ELK - PRICE COUNTY,$80.00,$0.00,$87.00,$0.00,$24.00,"$1,000.00",$0.00,$0.00,
51008,TOWN OF EMERY - PRICE COUNTY,$80.00,$0.00,$11.00,$45.00,$0.00,$898.00,$0.00,$0.00,
51010,TOWN OF FIFIELD - PRICE COUNTY,$80.00,$0.00,$60.00,$100.00,$150.00,"$1,050.00",$0.00,$56.00,mileage
51012,TOWN OF FLAMBEAU - PRICE COUNTY,$80.00,$0.00,$17.00,$75.00,$0.00,$0.00,$0.00,$0.00,
51014,TOWN OF GEORGETOWN - PRICE COUNTY,$45.00,$0.00,$2.00,$0.00,$0.00,$450.00,$0.00,$0.00,
51016,TOWN OF HACKETT - PRICE COUNTY,$40.00,$0.00,$6.87,$36.90,$77.85,$546.00,$230.40,$0.00,
51018,TOWN OF HARMONY - PRICE COUNTY,$80.00,$0.00,$15.00,$80.00,$25.00,$528.00,$0.00,$0.00,
51020,TOWN OF HILL - PRICE COUNTY,$80.00,$0.00,$24.00,$0.00,$60.00,$505.00,$0.00,$0.00,
51022,TOWN OF KENNAN - PRICE COUNTY,$40.00,$0.00,$5.00,$0.00,$0.00,$550.50,$0.00,$0.00,
51024,TOWN OF KNOX - PRICE COUNTY,$80.00,$0.00,$5.00,$160.00,$0.00,$450.00,$0.00,$0.00,
