"","ObjectID","full_addr","County"
"1861271",1861271,"540 W MAIN ST, DICKEYVILLE WI 53808-6844","Grant County"
"1861529",1861529,"240 3RD ST, DICKEYVILLE WI 53808-6803","Grant County"
"1861573",1861573,"53833 CIRCLE DR, ODANAH WI 54861","Ashland County"
"1861759",1861759,"600 PARK ST, DICKEYVILLE WI 53808-6854","Grant County"
"1861802",1861802,"217 SAINT ANN AVE, DICKEYVILLE WI 53808-6866","Grant County"
"1862065",1862065,"218 4TH ST, MATTOON WI 54450","Shawano County"
"1862073",1862073,"485 PARK ST, DICKEYVILLE WI 53808-6852","Grant County"
"1862203",1862203,"72966 MAPLE ST, ODANAH WI 54861","Ashland County"
"1862225",1862225,"53829 CIRCLE DR, ODANAH WI 54861","Ashland County"
"1862246",1862246,"251 ROSALYN ST, DICKEYVILLE WI 53808-6873","Grant County"
"1862330",1862330,"1451 STH 47, LAC DU FLAMBEAU WI 54444","Vilas County"
"1862891",1862891,"230 S MAIN ST, DICKEYVILLE WI 53808-6837","Grant County"
"1863073",1863073,"208 MARKET ST, POTTER WI 54160","Calumet County"
"1863141",1863141,"575 PARK ST, DICKEYVILLE WI 53808-6853","Grant County"
"1863282",1863282,"560 APPLE ST, DICKEYVILLE WI 53808-6809","Grant County"
"1863694",1863694,"115 FOREST DR APT 1013, LAKE DELTON WI 53940","Sauk County"
"1864110",1864110,"243 MAUREEN ST, DICKEYVILLE WI 53808-6846","Grant County"
"1864523",1864523,"247 SAINT ANN AVE, DICKEYVILLE WI 53808-6866","Grant County"
"1864719",1864719,"5000 W NATIONAL AVE C131, MILWAUKEE WI 53295-0001","Milwaukee County"
"1864737",1864737,"253 MAUREEN ST, DICKEYVILLE WI 53808-6846","Grant County"
"1865205",1865205,"2722 N 85TH ST, WAUWATOSA WI 54444","Milwaukee County"
"1865226",1865226,"560 PARK ST, DICKEYVILLE WI 53808-6853","Grant County"
"1865507",1865507,"N3402 WISCONSIN ST, PACKWAUKEE WI 53953","Marquette County"
"1865618",1865618,"5825 MAIN ST, BUTTE DES MORTS WI 54927-9317","Winnebago County"
"1865853",1865853,"495 APPLE ST, DICKEYVILLE WI 53808","Grant County"
"1865864",1865864,"335 ROSALYN ST, DICKEYVILLE WI 53808-6862","Grant County"
"1865964",1865964,"615 W MAIN ST, DICKEYVILLE WI 53808-6845","Grant County"
"1865984",1865984,"W9688 DEGAL AVE, DALE WI 54931","Outagamie County"
"1866098",1866098,"5188 ADAMS ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1866148",1866148,"570 W MAIN ST, DICKEYVILLE WI 53808-6844","Grant County"
"1866296",1866296,"115 1/2 S MAIN ST, DICKEYVILLE WI 53808-6836","Grant County"
"1866319",1866319,"117 N MAIN ST, DICKEYVILLE WI 53808-6833","Grant County"
"1866372",1866372,"195 DROESSLER DR, DICKEYVILLE WI 53808-6825","Grant County"
"1866451",1866451,"W2969 STATE ROAD 33, IRON RIDGE WI 99999","Dodge County"
"1867276",1867276,"N547 ZENDA ROAD, ZENDA WI 53195","Walworth County"
"1867552",1867552,"3619 HILLCLIMB RD, DICKEYVILLE WI 53808","Grant County"
"1867727",1867727,"3690 MAPLE ST, KIELER WI 53812","Grant County"
"1867829",1867829,"3614 WALNUT CT, KIELER WI 53812","Grant County"
"1868063",1868063,"5811 ERIE ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1868580",1868580,"5153 ADAMS ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1868960",1868960,"N2665 COUNTY ROAD QQ UNIT SH506, KING WI 54946-0600","Waupaca County"
"1869613",1869613,"73374 MAPLE ST, ODANAH WI 54861","Ashland County"
"1870108",1870108,"W282N7041 MAIN ST, MERTON WI 53056","Waukesha County"
"1870155",1870155,"9401 WHIPPOORWILL WAY, MIDDLETON WI 54444","Dane County"
"1870178",1870178,"N2665 COUNTY ROAD QQ UNIT AH402A, KING WI 54946-0600","Waupaca County"
"1870494",1870494,"145 MARIANN LN, MOSINEE WI 54444","Marathon County"
"1870570",1870570,"N70W28350 HUNTINGTON ST, MERTON WI 53056","Waukesha County"
"1870675",1870675,"W282N7180 MAIN ST, MERTON WI 53056","Waukesha County"
"1870691",1870691,"W282N7134 MAIN ST APT 3, MERTON WI 53056","Waukesha County"
"1870769",1870769,"W2071 STATE ROAD 28 & 67, MAYVILLE WI 53050","Dodge County"
"1871119",1871119,"3674 MAPLE ST, KIELER WI 53812","Grant County"
"1871215",1871215,"3735 DELAVAL ST, KIELER WI 53812","Grant County"
"1871458",1871458,"W4799 ASPEN CT, SAXEVILLE WI 54976","Waushara County"
"1871591",1871591,"3642 HICKORY ST, KIELER WI 53812","Grant County"
"1871597",1871597,"N910 WHITNEY ST, DALE WI 54931","Outagamie County"
"1872249",1872249,"3410 COUNTY ROAD HHH, KIELER WI 53812","Grant County"
"1872409",1872409,"3638 MEGAN RD, KIELER WI 53812","Grant County"
"1872541",1872541,"W1915 STATE ROAD 28 & 67, MAYVILLE WI 53050","Dodge County"
"1872558",1872558,"W1402 STATE ROAD 28 & 67, THERESA WI 53091","Dodge County"
"1872695",1872695,"3712 CORONADO ST, KIELER WI 53812","Grant County"
"1872885",1872885,"W2151 STATE ROAD 28 & 67, MAYVILLE WI 53050","Dodge County"
"1872907",1872907,"N5002 COUNTY ROAD WS, WOODLAND WI 53099-8702","Dodge County"
"1873061",1873061,"2185 ELM ST, KIELER WI 53812","Grant County"
"1873115",1873115,"N54W16101 WESTWIND DR, MENOMONEE FALLS WI 54444","Waukesha County"
"1873277",1873277,"W1474 STATE ROAD 28 & 67, THERESA WI 53091-9712","Dodge County"
"1873844",1873844,"7181 B FONTAINE BLVD UNIT 308, MIDDLETON WI 99999","Dane County"
"1874220",1874220,"N2665 COUNTY ROAD QQ UNIT OH416A, KING WI 54946-0600","Waupaca County"
"1874874",1874874,"W282N6911 MAIN ST, MERTON WI 53056","Waukesha County"
"1875981",1875981,"E9069 STATE ROAD 96, READFIELD WI 54969","Waupaca County"
"1876040",1876040,"N944 COUNTY ROAD W, READFIELD WI 54969","Waupaca County"
"1876477",1876477,"W282N7180 MAIN ST APT B, MERTON WI 53056","Waukesha County"
"1876542",1876542,"E9127 SCHOOL RD, READFIELD WI 54969","Waupaca County"
"1877113",1877113,"111 S MAIN ST, BIG FALLS WI 54926","Waupaca County"
"1877132",1877132,"701 STATE HIGHWAY 45 S, EAGLE RIVER WI 99999","Vilas County"
"1877984",1877984,"W5640 COUNTY ROAD F, NICHOLS WI 54152","Outagamie County"
"1878631",1878631,"E9193 SCHOOL RD, READFIELD WI 54969","Waupaca County"
"1878796",1878796,"E9127 SUNSHINE RD, READFIELD WI 54969","Waupaca County"
"1878833",1878833,"5717 E L T TOWNLINE RD, JANESVILLE WI 99999","Rock County"
"1878839",1878839,"2117 KUNKEL RD, KIELER WI 53812","Grant County"
"1878863",1878863,"5116 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"1878980",1878980,"3690 MAPLE, KIELER WI 53812","Grant County"
"1878988",1878988,"3658 COUNTY ROAD HHH, KIELER WI 53812-9710","Grant County"
"1879194",1879194,"3631 PINE ST, KIELER WI 53812","Grant County"
"1879413",1879413,"3631 IRENUS CT APT 12, KIELER WI 53812","Grant County"
"1879475",1879475,"3666 MAPLE ST, KIELER WI 53812","Grant County"
"1879517",1879517,"3684 MAPLE ST, KIELER WI 53812","Grant County"
"1879589",1879589,"135 GRAND CANYON DR 218, LAKE DELTON WI 53940","Sauk County"
"1879596",1879596,"5014 28TH AVE LOWR, KENOSHA WI 99999","Kenosha County"
"1879656",1879656,"4860 SPRUCE AVE, WISC RAPIDS WI 54444-____","Wood County"
"1879713",1879713,"135 NEW ST, STOCKBRIDGE WI 53088","Calumet County"
"1879823",1879823,"3650 MAPLE ST, KIELER WI 53812","Grant County"
"1879880",1879880,"3641 IRENUS CT, KIELER WI 53812","Grant County"
"1879927",1879927,"3551 WALNUT CT, KIELER WI 53812","Grant County"
"1880036",1880036,"232 GRANT ST, WYOCENA WI 53969","Columbia County"
"1880108",1880108,"3725 DELAVAL ST, KIELER WI 53812","Grant County"
"1881481",1881481,"90 FIELDSTONE DR 1206, LAKE DELTON WI 53940","Sauk County"
"1881530",1881530,"20955 COUNTY ROAD JJ, COLLINS WI 54207-6712","Manitowoc County"
"1881781",1881781,"87 EAGLE ST, LAKE DELTON WI 53940","Sauk County"
"1881840",1881840,"227 FIELDSTONE DR UNIT 113, LAKE DELTON WI 53940","Sauk County"
"1881854",1881854,"6055 W SHORE DR, MC NAUGHTON WI 54543","Oneida County"
"1881925",1881925,"301 STATE ROAD 58, LA VALLE WI 54444","Sauk County"
"1881981",1881981,"6180 WILDERNESS TRL, McNaughton WI 54543","Oneida County"
"1882170",1882170,"1197 BUNKER RD APT 207A, LAKE DELTON WI 53940","Sauk County"
"1882240",1882240,"85 GRAND CANYON DR 204, LAKE DELTON WI 53940","Sauk County"
"1882250",1882250,"135 GRAND CANYON DR 213, LAKE DELTON WI 53940","Sauk County"
"1882268",1882268,"781 COUNTY ROAD A 204, LAKE DELTON WI 53940","Sauk County"
"1882387",1882387,"356 MEADOWBROOK LN, LAKE DELTON WI 53940","Sauk County"
"1882406",1882406,"135 GRAND CANYON DR 107, LAKE DELTON WI 53940","Sauk County"
"1882499",1882499,"78 FOREST DR 709, LAKE DELTON WI 53940","Sauk County"
"1882548",1882548,"30 HINES TER, LAKE DELTON WI 53940","Sauk County"
"1882613",1882613,"1197 BUNKER RD APT 107A, LAKE DELTON WI 53940","Sauk County"
"1882629",1882629,"1630 WISCONSIN DELLS PKWY 116, LAKE DELTON WI 53940","Sauk County"
"1882667",1882667,"203 N CHURCH ST, LIME RIDGE WI 53942","Sauk County"
"1882758",1882758,"20907 CALUMET ST, COLLINS WI 54207","Manitowoc County"
"1882771",1882771,"781 COUNTY ROAD A 306, LAKE DELTON WI 53940","Sauk County"
"1882829",1882829,"120 FIELDSTONE DR APT 1311, LAKE DELTON WI 53940","Sauk County"
"1883047",1883047,"731 SUNSET BLVD 3, LAKE DELTON WI 53940","Sauk County"
"1883057",1883057,"20830 CALUMET ST, COLLINS WI 54207","Manitowoc County"
"1883089",1883089,"1197 BUNKER RD 107B, LAKE DELTON WI 53940","Sauk County"
"1883104",1883104,"108 RED OAK DR UNIT 29, LAKE DELTON WI 53940","Sauk County"
"1883143",1883143,"20811 MAIN ST, COLLINS WI 54207","Manitowoc County"
"1883200",1883200,"135 GRAND CANYON DR A103, LAKE DELTON WI 53940","Sauk County"
"1883248",1883248,"731 SUNSET BLVD 60, LAKE DELTON WI 53940","Sauk County"
"1883281",1883281,"31 WHITLOCK ST 11, LAKE DELTON WI 53940","Sauk County"
"1883308",1883308,"77 BUNKER RD, LAKE DELTON WI 53940","Sauk County"
"1883384",1883384,"1700 WISCONSIN DELLS PKWY 10, LAKE DELTON WI 53940","Sauk County"
"1883414",1883414,"135 GRAND CANYON DR 210, LAKE DELTON WI 53940","Sauk County"
"1883444",1883444,"S1085 CLARA AVE 27, LAKE DELTON WI 53940","Sauk County"
"1883470",1883470,"33B GRAND CANYON DR APT 104, LAKE DELTON WI 53940","Sauk County"
"1883486",1883486,"135 GRAND CANYON DR 211, LAKE DELTON WI 53940","Sauk County"
"1883599",1883599,"47 FIELDSTONE DR APT 408, LAKE DELTON WI 53940","Sauk County"
"1883761",1883761,"135 GRAND CANYON DR 102, LAKE DELTON WI 53940","Sauk County"
"1883777",1883777,"153 FIELDSTONE DR 302, LAKE DELTON WI 53940","Sauk County"
"1883782",1883782,"1185 E HIAWATHA DR GE, LAKE DELTON WI 53940","Sauk County"
"1883795",1883795,"106 W MAPLE AVE, LIME RIDGE WI 53942","Sauk County"
"1883817",1883817,"90 FIELDSTONE DR 1209, LAKE DELTON WI 53940","Sauk County"
"1884018",1884018,"115 FOREST DR 1003, LAKE DELTON WI 53940","Sauk County"
"1884027",1884027,"5079 WASHINGTON ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1884107",1884107,"420 BIRCHWOOD RD, LAKE DELTON WI 53940","Sauk County"
"1884187",1884187,"1197 BUNKER RD 212A, LAKE DELTON WI 53940","Sauk County"
"1884332",1884332,"201 1/2 W MAPLE AVE, LIME RIDGE WI 53942","Sauk County"
"1884347",1884347,"103 W MAPLE AVE, LIME RIDGE WI 53942","Sauk County"
"1885182",1885182,"5000 W NATIONAL AVE 23, MILWAUKEE WI 53295-0001","Milwaukee County"
"1885303",1885303,"N2665 COUNTY ROAD QQ UNIT SH420, KING WI 54946-0600","Waupaca County"
"1885927",1885927,"114 W HARRISON ST, BIG FALLS WI 54926","Waupaca County"
"1886779",1886779,"210 TOWN HALL DR # 90, MONTELLO WI 53949-7970","Marquette County"
"1888461",1888461,"133 E HARRISON ST, BIG FALLS WI 54926","Waupaca County"
"1888789",1888789,"W2377 US HIGHWAY 10 LOT 137, FOREST JUNCTION WI 54123-9709","Calumet County"
"1888804",1888804,"431 KENDRA DR, WYOCENA WI 53969","Columbia County"
"1888890",1888890,"N24W24300 SADDLE BROOK DR APT 3, PEWAUKEE WI 54444","Waukesha County"
"1889942",1889942,"300 E MAIN ST LOT 34, SAINT NAZIANZ WI 54232","Manitowoc County"
"1889951",1889951,"W243N2331 SADDLE BROOK DR APT 10, PEWAUKEE WI 54444","Waukesha County"
"1890219",1890219,"W243N2312 SADDLE BROOK DR APT 211, PEWAUKEE WI 54444","Waukesha County"
"1890270",1890270,"W243N2340 SADDLE BROOK DR APT 6, PEWAUKEE WI 54444","Waukesha County"
"1890480",1890480,"N24W24258 SADDLE BROOK DR APT 204, PEWAUKEE WI 54444","Waukesha County"
"1890525",1890525,"W243N2312 SADDLE BROOK DR APT 312, PEWAUKEE WI 54444","Waukesha County"
"1890554",1890554,"5000 W NATIONAL AVE 47, MILWAUKEE WI 53295-0001","Milwaukee County"
"1891057",1891057,"6535 W ENGLISH MEADOWS DR APT D208, GREENFIELD WI 54444","Milwaukee County"
"1891128",1891128,"W243N2335 SADDLE BROOK DR APT 3, PEWAUKEE WI 54444","Waukesha County"
"1891227",1891227,"N649 CENTER ST, PHLOX WI 54464","Langlade County"
"1891695",1891695,"W5529 COUNTY ROAD F, NICHOLS WI 54152","Outagamie County"
"1891739",1891739,"W5637 PLECHOCKI PL, NICHOLS WI 54152","Outagamie County"
"1892037",1892037,"39885 E WINSAND DR, PIGEON FALLS WI 54760","Trempealeau County"
"1892051",1892051,"W5643 COUNTY ROAD F, NICHOLS WI 54152","Outagamie County"
"1892070",1892070,"W5676 COUNTY ROAD F, NICHOLS WI 54152","Outagamie County"
"1892148",1892148,"W5536 COUNTY ROAD F, NICHOLS WI 54152","Outagamie County"
"1893047",1893047,"190 FIELDSTONE DR APT 1401, LAKE DELTON WI 53940","Sauk County"
"1893265",1893265,"152 W POLK ST, WYOCENA WI 53969","Columbia County"
"1893880",1893880,"308 13TH AVE E, MENOMONIE WI 54444-____","Dunn County"
"1893935",1893935,"13200 CHURCH ST APT 1, PIGEON FALLS WI 54760","Trempealeau County"
"1894269",1894269,"W5817 LAKE STREET, PACKWAUKEE WI 53953","Marquette County"
"1894485",1894485,"319 4TH ST, MATTOON WI 54450","Shawano County"
"1894488",1894488,"303 4TH ST, MATTOON WI 54450","Shawano County"
"1894509",1894509,"104 4TH ST, MATTOON WI 54450","Shawano County"
"1894602",1894602,"312 4TH ST, MATTOON WI 54450","Shawano County"
"1894619",1894619,"W5936 COUNTY ROAD C, PACKWAUKEE WI 53953","Marquette County"
"1894634",1894634,"W5911 LAKE ST, PACKWAUKEE WI 53953","Marquette County"
"1894649",1894649,"W6052 COUNTY ROAD D, PACKWAUKEE WI 53953","Marquette County"
"1894775",1894775,"5814 ERIE ST, BUTTE DES MORTS WI 54927","Winnebago County"
"1894788",1894788,"431 TOWER RD, WYOCENA WI 53969","Columbia County"
"1894920",1894920,"W5910 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"1894943",1894943,"W5890 WALNUT ST, PACKWAUKEE WI 53953","Marquette County"
"1894988",1894988,"W6006 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"1895547",1895547,"201 W 2ND ST, FRIESLAND WI 53935-9726","Columbia County"
"1896910",1896910,"107 JOYCE DR APT E, LODI WI 99999","Columbia County"
"1896920",1896920,"5148 VILLAGE RD, BUTTE DES MORTS WI 54927-9324","Winnebago County"
"1898040",1898040,"478 TOWER RD, WYOCENA WI 53969","Columbia County"
"1898141",1898141,"478 TOWER RD APT 15, WYOCENA WI 53969","Columbia County"
"1898223",1898223,"336 GRANT ST, WYOCENA WI 53969","Columbia County"
"1898286",1898286,"494 TOWER RD, WYOCENA WI 53969","Columbia County"
"1898394",1898394,"270 N SWEETWATER BLVD, PRT WASHINGTN WI 54444","Ozaukee County"
"1898455",1898455,"363 S JEFFERSON ST, WYOCENA WI 53969","Columbia County"
"1898495",1898495,"283 S COLUMBUS ST, WYOCENA WI 53969","Columbia County"
"1898642",1898642,"400 SKARE RD, WYOCENA WI 53969","Columbia County"
"1898717",1898717,"450 SKARE RD APT 1, WYOCENA WI 53969","Columbia County"
"1899660",1899660,"301 CHURCH ST, FAIRWATER WI 53931","Fond du Lac County"
"1901068",1901068,"323 BLY ST, FOOTVILLE WI 53537","Rock County"
"1901117",1901117,"162 SUNSET AVE, FOOTVILLE WI 53537","Rock County"
"1901295",1901295,"1808 63RD ST UPPR, KENOSHA WI 99999","Kenosha County"
"1901867",1901867,"107 N COLUMBUS ST 15, WYOCENA WI 99999","Columbia County"
"1902275",1902275,"11309 306TH CT, WILMOT WI 53192","Kenosha County"
"1902752",1902752,"101 CHURCH ST, FAIRWATER WI 53931-9707","Fond du Lac County"
"1902838",1902838,"207 W MAIN ST, HUSTLER WI 54637-1305","Juneau County"
"1902839",1902839,"205 W MAIN ST, HUSTLER WI 54637","Juneau County"
"1902877",1902877,"310 E MAIN ST, HUSTLER WI 54637-1302","Juneau County"
"1902900",1902900,"435 PARK ST, UNION CENTER WI 53962","Juneau County"
"1903010",1903010,"800 MAIN ST, UNION CENTER WI 53962","Juneau County"
"1903115",1903115,"873 BRIDGE ST, UNION CENTER WI 53962","Juneau County"
"1904629",1904629,"350 S JEFFERSON ST, WYOCENA WI 53969","Columbia County"
"1905031",1905031,"6080 COUNTY ROAD PP, HIGHLAND WI 54444-____","Iowa County"
"1905704",1905704,"127 4TH ST, MATTOON WI 54450","Shawano County"
"1905947",1905947,"505 PARK AVE, BROKAW WI 54417-9711","Marathon County"
"1906035",1906035,"104 RIDGE DR, LAKE DELTON WI 53940","Sauk County"
"1906036",1906036,"153 FIELDSTONE DR, LAKE DELTON WI 53940","Sauk County"
"1906148",1906148,"110 N MAIN ST, DICKEYVILLE WI 53808-6833","Grant County"
"1906649",1906649,"5249 FRISCO CT, MIDDLETON WI 54444","Dane County"
"1907469",1907469,"308 MAIN ST N, HAUGEN WI 54841","Barron County"
"1907807",1907807,"4916 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"1907815",1907815,"5133 S COUNTY ROAD D, AFTON WI 53501","Rock County"
"1907931",1907931,"3023 S LUCAS ST, HANOVER WI 99999","Rock County"
"1908059",1908059,"10667 MASON ST, WOODFORD WI 53599-9707","Lafayette County"
"1908421",1908421,"731 SUNSET BLVD 19, LAKE DELTON WI 53940","Sauk County"
"1908428",1908428,"2629 FOX ST, WAUKAU WI 54980","Winnebago County"
"1908495",1908495,"281 W MUNROE AVE 9, LAKE DELTON WI 53940","Sauk County"
"1908514",1908514,"650 EAST HIAWATHA APT 308, LAKE DELTON WI 53940","Sauk County"
"1908552",1908552,"2208 ELM ST, KIELER WI 53812","Grant County"
"1908559",1908559,"811 CANYON RD 106, LAKE DELTON WI 53940","Sauk County"
"1908613",1908613,"511 WISCONSIN DELLS PKWY 28, LAKE DELTON WI 53940","Sauk County"
"1908635",1908635,"135 GRAND CANYON DR 105, LAKE DELTON WI 53940","Sauk County"
"1908701",1908701,"20778 COUNTY ROAD JJ, COLLINS WI 54207-6713","Manitowoc County"
"1908716",1908716,"804 MILWAUKEE ST, COLLINS WI 54207","Manitowoc County"
"1908786",1908786,"53757 GOVERNMENT RD, ODANAH WI 54861","Ashland County"
"1908790",1908790,"73262 W DENOMIE ST, ODANAH WI 54861","Ashland County"
"1909251",1909251,"213 SAINT ANN AVE, DICKEYVILLE WI 53808-6866","Grant County"
"1909253",1909253,"908 FILLMORE ST, BLK RIVER FLS WI 54444","Jackson County"
"1909254",1909254,"185 DROESSLER DR, DICKEYVILLE WI 53808-6825","Grant County"
"1909366",1909366,"75895 MOCCASIN DR, ODANAH WI 54861","Ashland County"
"1910389",1910389,"165 SANDSTONE DR, LAKE DELTON WI 53940","Sauk County"
"1910402",1910402,"1 CLAIRE ISLE DR, LAKE DELTON WI 53940","Sauk County"
"1911090",1911090,"N2665 COUNTY ROAD QQ UNIT SH236, KING WI 54946-0600","Waupaca County"
"1911093",1911093,"W5931 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"1911664",1911664,"W5914 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"1911693",1911693,"W5940 MAIN ST, PACKWAUKEE WI 53953","Marquette County"
"1911825",1911825,"628 PARK STREET APT 6, KELLNERSVILLE WI 54215","Manitowoc County"
"1912207",1912207,"10390 N CORAL HILL RD, EPHRAIM WI 54211","Door County"
"1912381",1912381,"W9718 STATE ROAD 96, DALE WI 54931","Outagamie County"
"1912560",1912560,"48 PENNSYLVANIA AVE, GILE WI 54525-9702","Iron County"
"1912646",1912646,"11 NIMIKON ST, GILE WI 54525-9707","Iron County"
"1912696",1912696,"300 N CHURCH ST, DICKEYVILLE WI 53808","Grant County"
"1912758",1912758,"W5504 COUNTY ROAD F, NICHOLS WI 54152","Outagamie County"
"1913221",1913221,"217 HIGH ST, UNION CENTER WI 53962","Juneau County"
"1913234",1913234,"323 PARK ST, UNION CENTER WI 53962","Juneau County"
"1913241",1913241,"404 N MAIN ST, MOUNT STERLING WI 54645","Crawford County"
"1913660",1913660,"324 PARK ST, UNION CENTER WI 53962","Juneau County"
"1913932",1913932,"329 WEST AVE, SENECA WI 54654","Crawford County"
"1914014",1914014,"71 FOREST DR APT 1109, LAKE DELTON WI 53940","Sauk County"
"1914407",1914407,"3634 SPRUCE ST, KIELER WI 53812","Grant County"
"1914686",1914686,"500 APPLE ST APT 4, DICKEYVILLE WI 53808-6875","Grant County"
"1915056",1915056,"101 W MAPLE AVE, LIME RIDGE WI 53942","Sauk County"
"1915479",1915479,"6642 GREENHILL DR, MOUNT PLEASANT WI 99999","Racine County"
"1915618",1915618,"2016 N FREDERICK AVE APT 315, MILWAUKEE WI","Milwaukee County"
"1915692",1915692,"106 1ST ST, FRIESLAND WI 53935-9709","Columbia County"
"1915723",1915723,"110 2ND ST, FRIESLAND WI 53935-9724","Columbia County"
"1915788",1915788,"422 KENDRA DR, WYOCENA WI 53969","Columbia County"
"1915789",1915789,"N2665 COUNTY ROAD QQ SH579A, KING WI 54946-0600","Waupaca County"
"1915798",1915798,"N2665 COUNTY ROAD QQ UNIT SH327, KING WI 54946-0600","Waupaca County"
"1915799",1915799,"N2665 COUNTY ROAD QQ UNIT SH576A, KING WI 54946-0600","Waupaca County"
"1916467",1916467,"1051 E RIVER DR DUPLICATE, RIVER FALLS WI 54444","St. Croix County"
"1916529",1916529,"N2665 COUNTY ROAD QQ UNIT SH306, KING WI 54946-0600","Waupaca County"
"1917340",1917340,"410 COUNTY ROAD H, HUSTLER WI 54637","Juneau County"
"1917540",1917540,"2682 S 9TH PL UPPR, MILWAUKEE WI 54444","Milwaukee County"
"1917774",1917774,"231 RITA AVE, DICKEYVILLE WI 53808-6858","Grant County"
"1918286",1918286,"11200 W CLEVELAND AVE APT I-29, WEST ALLIS WI 99999","Milwaukee County"
"1918614",1918614,"515 SENECA HEIGHTS AVE, SENECA WI 54654","Crawford County"
"1919067",1919067,"4537 E LAKE LAURA RD, STAR LAKE WI 54561","Vilas County"
